id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,classification_revenu,revenu_log,anciennete_cat
930,28,F,2377,Divorcé(e),Consulting,Assistant de Direction,5,6,2,2,1,2,9,3,Transformation Digitale,Occasionnel,2,2,3,3,1,3,2,3,E_930,3,Non,18 %,Revenu moyen,7.774015077250727,Employé junior
932,39,M,2404,Marié(e),Consulting,Consultant,7,8,2,2,0,2,6,3,Transformation Digitale,Occasionnel,2,2,4,3,1,1,4,1,E_932,4,Oui,21 %,Revenu moyen,7.785305182539862,Employé junior
933,27,F,2318,Célibataire,Consulting,Assistant de Direction,1,1,1,1,0,2,4,3,Infra & Cloud,Occasionnel,0,0,2,3,1,3,3,3,E_933,3,Non,19 %,Revenu moyen,7.7488913372555315,Nouvel employé 
934,34,M,2008,Divorcé(e),Consulting,Consultant,1,1,1,0,2,3,10,3,Infra & Cloud,Occasionnel,1,0,2,3,1,2,2,3,E_934,3,Non,14 %,Revenu moyen,7.605392364814935,Nouvel employé 
936,42,F,6244,Célibataire,Commercial,Cadre Commercial,7,10,5,4,0,6,14,2,Transformation Digitale,Occasionnel,0,3,3,2,2,3,1,3,E_936,3,Non,17 %,Très haut revenu,8.739536422559677,Employé intermédiaire
939,33,M,2799,Célibataire,Consulting,Assistant de Direction,3,6,3,2,0,1,1,4,Autre,Occasionnel,0,2,3,2,1,1,2,3,E_939,3,Oui,11 %,Bon revenu moyen,7.937374696163295,Employé junior
941,31,M,2329,Marié(e),Commercial,Représentant Commercial,3,13,7,7,0,2,7,4,Infra & Cloud,Occasionnel,1,2,2,2,1,3,2,4,E_941,3,Non,15 %,Revenu moyen,7.753623546559746,Employé expérimenté
942,35,F,4014,Marié(e),Consulting,Manager,1,10,10,6,1,2,21,1,Infra & Cloud,Occasionnel,0,7,4,3,2,4,4,1,E_942,4,Oui,25 %,Haut revenu,8.297792626380861,Employé expérimenté
944,49,F,7403,Marié(e),Consulting,Consultant,4,10,5,9,1,3,8,2,Autre,Occasionnel,1,7,1,3,3,2,3,2,E_944,3,Non,11 %,Très haut revenu,8.909775673693389,Employé vétéran
945,48,M,2259,Marié(e),Consulting,Assistant de Direction,4,13,0,0,2,2,20,4,Transformation Digitale,Occasionnel,0,0,4,3,1,3,1,2,E_945,3,Non,17 %,Revenu moyen,7.723120092266331,Nouvel employé 
947,31,F,6932,Marié(e),Commercial,Cadre Commercial,1,9,9,8,1,2,20,2,Marketing,Aucun,0,0,4,3,2,3,4,2,E_947,3,Non,13 %,Très haut revenu,8.84404789894249,Employé expérimenté
949,36,M,4678,Célibataire,Consulting,Assistant de Direction,2,8,6,2,0,6,7,4,Autre,Occasionnel,0,1,2,3,1,4,3,3,E_949,3,Non,18 %,Haut revenu,8.450839690866216,Employé intermédiaire
950,38,F,13582,Marié(e),Consulting,Directeur Technique,1,15,15,12,1,3,1,3,Entrepreunariat,Occasionnel,1,11,4,3,3,1,2,3,E_950,3,Non,13 %,Revenu exceptionnel,9.51657428982249,Employé très expérimenté
951,32,F,2332,Marié(e),Consulting,Consultant,6,5,3,0,0,3,1,3,Infra & Cloud,Aucun,0,2,3,2,1,2,3,3,E_951,4,Non,20 %,Revenu moyen,7.75491027202143,Employé junior
952,25,M,2413,Marié(e),Commercial,Représentant Commercial,1,1,1,0,3,2,19,2,Marketing,Occasionnel,0,0,3,2,1,2,3,3,E_952,3,Oui,18 %,Revenu moyen,7.789040401657477,Nouvel employé 
954,40,M,9705,Divorcé(e),Commercial,Cadre Commercial,2,11,1,0,1,2,10,4,Marketing,Occasionnel,0,0,1,2,3,2,2,2,E_954,3,Non,12 %,Ultra haut revenu,9.18049952996516,Nouvel employé 
956,26,M,4294,Célibataire,Commercial,Cadre Commercial,1,7,7,7,0,2,1,3,Transformation Digitale,Frequent,0,7,3,2,2,1,2,3,E_956,3,Non,12 %,Haut revenu,8.365206834418355,Employé expérimenté
957,41,M,4721,Célibataire,Consulting,Consultant,2,20,5,13,0,3,6,3,Transformation Digitale,Occasionnel,2,3,4,3,1,1,3,3,E_957,3,Oui,13 %,Haut revenu,8.459987717645458,Employé senior
958,36,M,2519,Célibataire,Consulting,Consultant,4,16,11,8,0,6,2,4,Transformation Digitale,Occasionnel,3,9,3,3,1,3,3,3,E_958,4,Non,21 %,Bon revenu moyen,7.832014180505469,Employé très expérimenté
959,19,M,2121,Célibataire,Commercial,Représentant Commercial,1,1,1,0,0,3,21,3,Autre,Occasionnel,0,0,4,2,1,2,2,4,E_959,3,Oui,13 %,Revenu moyen,7.660114319173928,Nouvel employé 
960,20,M,2973,Célibataire,Consulting,Consultant,1,1,1,0,0,2,4,3,Entrepreunariat,Occasionnel,0,0,1,3,1,1,2,3,E_960,3,Non,19 %,Bon revenu moyen,7.9976631270201,Nouvel employé 
961,31,F,5855,Marié(e),Consulting,Manager,0,10,9,7,2,2,12,3,Transformation Digitale,Occasionnel,1,5,4,3,2,4,3,1,E_961,3,Oui,11 %,Très haut revenu,8.675222055641148,Employé expérimenté
964,40,M,3617,Divorcé(e),Consulting,Assistant de Direction,8,3,1,1,1,2,9,4,Transformation Digitale,Frequent,0,0,4,3,1,2,4,3,E_964,3,Oui,14 %,Haut revenu,8.193676665955241,Nouvel employé 
966,32,F,6725,Marié(e),Consulting,Tech Lead,1,8,8,7,1,2,3,4,Transformation Digitale,Occasionnel,1,3,3,3,2,1,3,4,E_966,3,Non,12 %,Très haut revenu,8.813735892300215,Employé expérimenté
969,33,F,6949,Célibataire,Consulting,Manager,0,6,5,0,0,3,1,3,Infra & Cloud,Occasionnel,1,4,2,2,2,4,1,3,E_969,3,Non,14 %,Très haut revenu,8.846496938558838,Employé intermédiaire
970,37,M,10609,Marié(e),Commercial,Cadre Commercial,5,17,14,1,0,2,1,4,Infra & Cloud,Occasionnel,1,7,1,2,3,3,3,1,E_970,3,Non,11 %,Ultra haut revenu,9.26955223160803,Employé très expérimenté
972,45,M,4447,Marié(e),Consulting,Consultant,1,9,9,7,0,5,4,2,Infra & Cloud,Aucun,0,8,3,3,2,2,2,2,E_972,3,Non,12 %,Haut revenu,8.400209835930418,Employé expérimenté
974,29,F,2157,Marié(e),Commercial,Représentant Commercial,1,3,3,1,1,5,20,3,Entrepreunariat,Frequent,0,2,3,3,1,4,2,3,E_974,3,Non,15 %,Revenu moyen,7.67693714581808,Employé junior
975,35,F,4601,Marié(e),Commercial,Cadre Commercial,1,5,5,2,0,3,18,3,Transformation Digitale,Occasionnel,1,0,3,3,2,3,2,3,E_975,3,Non,16 %,Haut revenu,8.434246270595311,Employé intermédiaire
977,58,M,2479,Célibataire,Consulting,Assistant de Direction,4,7,1,0,0,4,2,3,Entrepreunariat,Occasionnel,0,0,4,3,1,3,1,3,E_977,4,Non,24 %,Revenu moyen,7.8160138391590275,Nouvel employé 
982,30,M,7264,Divorcé(e),Commercial,Cadre Commercial,5,10,8,4,1,2,8,2,Autre,Occasionnel,1,7,3,3,3,3,1,4,E_982,3,Non,11 %,Très haut revenu,8.890823576004383,Employé expérimenté
983,38,F,5666,Célibataire,Commercial,Cadre Commercial,1,6,5,3,0,1,10,3,Entrepreunariat,Aucun,1,3,3,3,2,4,2,3,E_983,3,Oui,13 %,Très haut revenu,8.64241515616962,Employé intermédiaire
984,35,M,7823,Divorcé(e),Commercial,Cadre Commercial,6,12,10,9,1,2,3,4,Infra & Cloud,Occasionnel,0,8,4,3,3,4,2,3,E_984,3,Non,13 %,Très haut revenu,8.964951211714654,Employé expérimenté
985,39,M,7880,Célibataire,Commercial,Cadre Commercial,0,9,8,7,0,3,2,5,Infra & Cloud,Occasionnel,0,7,1,4,3,3,4,3,E_985,3,Non,18 %,Très haut revenu,8.97221007835365,Employé expérimenté
986,40,F,13194,Célibataire,Commercial,Cadre Commercial,4,21,1,0,0,2,24,3,Infra & Cloud,Aucun,0,0,2,4,4,2,4,2,E_986,3,Oui,16 %,Revenu exceptionnel,9.487593248937424,Nouvel employé 
987,47,M,5067,Divorcé(e),Consulting,Tech Lead,1,20,5,10,0,3,16,4,Transformation Digitale,Frequent,2,7,3,4,2,3,3,4,E_987,3,Oui,19 %,Très haut revenu,8.53070154144103,Employé senior
990,36,M,5079,Divorcé(e),Commercial,Cadre Commercial,4,12,7,7,2,3,8,4,Entrepreunariat,Aucun,0,7,1,3,2,4,4,3,E_990,3,Non,13 %,Très haut revenu,8.533066540572527,Employé expérimenté
991,31,M,2321,Célibataire,Consulting,Assistant de Direction,0,4,3,2,0,0,9,2,Transformation Digitale,Aucun,1,2,3,2,1,1,1,3,E_991,4,Oui,22 %,Revenu moyen,7.7501841622578365,Employé junior
992,33,M,17444,Célibataire,Commercial,Senior Manager,1,10,10,8,0,2,17,3,Infra & Cloud,Aucun,1,0,4,3,4,3,4,3,E_992,3,Non,11 %,Revenu exceptionnel,9.766808353620874,Employé expérimenté
994,29,F,2404,Célibataire,Consulting,Assistant de Direction,6,3,0,0,0,5,10,3,Infra & Cloud,Occasionnel,0,0,4,2,1,1,3,3,E_994,4,Oui,20 %,Revenu moyen,7.785305182539862,Nouvel employé 
995,33,F,3452,Célibataire,Consulting,Assistant de Direction,3,5,3,2,0,4,13,1,Infra & Cloud,Occasionnel,0,2,2,3,1,4,1,3,E_995,3,Non,18 %,Bon revenu moyen,8.146998697389993,Employé junior
996,45,F,2270,Divorcé(e),Consulting,Consultant,3,8,5,3,2,2,1,4,Transformation Digitale,Occasionnel,0,2,4,3,1,4,4,3,E_996,3,Non,14 %,Revenu moyen,7.7279755421055585,Employé intermédiaire
997,50,M,17399,Divorcé(e),Consulting,Directeur Technique,1,10,5,4,1,1,1,2,Transformation Digitale,Occasionnel,1,3,4,3,4,4,3,2,E_997,4,Non,22 %,Revenu exceptionnel,9.764225485202621,Employé intermédiaire
998,33,F,5488,Marié(e),Consulting,Manager,1,6,6,5,1,2,1,4,Autre,Frequent,1,2,3,4,2,2,1,3,E_998,3,Oui,13 %,Très haut revenu,8.610501368549889,Employé intermédiaire
999,41,M,19419,Divorcé(e),Consulting,Directeur Technique,2,21,5,3,1,2,9,3,Transformation Digitale,Frequent,0,11,1,3,5,3,2,4,E_999,3,Non,17 %,Revenu exceptionnel,9.874058741845316,Employé senior
1001,27,F,2811,Marié(e),Consulting,Consultant,1,4,2,2,1,2,16,4,Entrepreunariat,Occasionnel,2,2,3,3,1,2,2,3,E_1001,3,Non,14 %,Bon revenu moyen,7.941651252930556,Employé junior
1002,45,M,3633,Marié(e),Consulting,Consultant,1,9,9,8,1,2,23,2,Infra & Cloud,Aucun,0,8,4,3,2,1,3,3,E_1002,3,Oui,15 %,Haut revenu,8.198089248956116,Employé expérimenté
1003,47,F,4163,Célibataire,Commercial,Cadre Commercial,1,9,9,0,0,0,4,2,Infra & Cloud,Occasionnel,0,7,4,3,2,4,3,3,E_1003,3,Oui,17 %,Haut revenu,8.33423142973486,Employé expérimenté
1004,30,F,2132,Marié(e),Consulting,Assistant de Direction,4,7,5,2,0,2,22,3,Infra & Cloud,Occasionnel,0,1,1,3,1,3,2,3,E_1004,3,Oui,11 %,Revenu moyen,7.665284718471351,Employé intermédiaire
1005,50,M,13973,Marié(e),Consulting,Tech Lead,3,21,12,11,1,2,24,3,Infra & Cloud,Occasionnel,1,5,4,3,4,3,4,3,E_1005,3,Oui,18 %,Revenu exceptionnel,9.544953739112396,Employé très expérimenté
1006,38,M,2684,Marié(e),Consulting,Assistant de Direction,0,3,2,1,1,0,10,1,Transformation Digitale,Frequent,0,2,3,3,1,3,2,2,E_1006,3,Non,17 %,Bon revenu moyen,7.895436006942965,Employé junior
1007,46,M,10845,Divorcé(e),Consulting,Tech Lead,6,13,8,7,1,3,7,2,Transformation Digitale,Occasionnel,0,7,4,3,3,3,2,3,E_1007,3,Non,13 %,Ultra haut revenu,9.291551627401006,Employé expérimenté
1009,24,F,4377,Divorcé(e),Consulting,Tech Lead,1,5,4,2,2,6,17,1,Transformation Digitale,Occasionnel,3,2,4,2,2,3,2,3,E_1009,3,Non,15 %,Haut revenu,8.384347278082808,Employé intermédiaire
1010,35,M,3743,Divorcé(e),Consulting,Consultant,1,5,4,2,1,2,14,4,Autre,Occasionnel,0,2,3,2,1,2,4,1,E_1010,4,Oui,24 %,Haut revenu,8.227909837597483,Employé intermédiaire
1011,31,F,4148,Marié(e),Consulting,Tech Lead,1,4,4,3,1,1,1,1,Infra & Cloud,Frequent,0,3,3,3,2,1,3,3,E_1011,3,Non,12 %,Haut revenu,8.330622620332868,Employé intermédiaire
1012,18,M,1051,Célibataire,Consulting,Assistant de Direction,1,0,0,0,0,2,5,2,Infra & Cloud,Aucun,0,0,2,3,1,4,4,3,E_1012,3,Non,15 %,Très faible revenu,6.9584483932976555,Nouvel employé 
1013,54,F,10739,Marié(e),Consulting,Tech Lead,8,21,10,7,1,2,17,3,Entrepreunariat,Occasionnel,0,8,3,3,3,3,3,3,E_1013,3,Non,11 %,Ultra haut revenu,9.281730368062856,Employé expérimenté
1015,30,F,11416,Marié(e),Consulting,Directeur Technique,0,9,8,7,3,4,8,2,Infra & Cloud,Occasionnel,1,7,2,4,3,1,3,2,E_1015,3,Oui,12 %,Ultra haut revenu,9.342858751676328,Employé expérimenté
1016,20,F,2600,Célibataire,Consulting,Assistant de Direction,1,1,1,0,0,2,11,3,Transformation Digitale,Occasionnel,0,0,4,2,1,1,1,3,E_1016,3,Oui,15 %,Bon revenu moyen,7.8636512654486515,Nouvel employé 
1017,30,F,2422,Célibataire,Consulting,Consultant,0,4,3,2,0,3,5,3,Transformation Digitale,Frequent,1,2,2,3,1,2,1,3,E_1017,3,Non,17 %,Revenu moyen,7.792761720816526,Employé junior
1018,26,M,5472,Marié(e),Consulting,Tech Lead,1,8,8,7,0,2,2,2,Transformation Digitale,Occasionnel,1,3,4,4,2,4,2,3,E_1018,3,Non,12 %,Très haut revenu,8.607582191143917,Employé expérimenté
1019,22,M,2451,Marié(e),Consulting,Consultant,1,4,4,3,1,3,8,1,Infra & Cloud,Occasionnel,1,1,2,1,1,1,1,2,E_1019,3,Non,15 %,Revenu moyen,7.804659297056102,Employé intermédiaire
1022,48,M,4240,Célibataire,Consulting,Manager,2,19,2,2,0,0,6,3,Infra & Cloud,Occasionnel,2,2,1,2,2,3,4,3,E_1022,3,Non,13 %,Haut revenu,8.352554369474591,Employé junior
1025,41,F,5003,Célibataire,Consulting,Tech Lead,6,8,2,2,0,6,7,2,Transformation Digitale,Occasionnel,2,1,4,3,2,3,2,3,E_1025,3,Non,14 %,Très haut revenu,8.517992871586802,Employé junior
1026,39,F,12742,Marié(e),Consulting,Tech Lead,1,21,5,6,1,3,1,1,Infra & Cloud,Occasionnel,1,8,4,2,4,4,3,3,E_1026,3,Non,16 %,Revenu exceptionnel,9.452737380212278,Employé senior
1027,27,F,4227,Marié(e),Consulting,Tech Lead,0,4,3,2,1,2,2,4,Infra & Cloud,Occasionnel,2,2,1,3,2,4,2,3,E_1027,3,Non,18 %,Haut revenu,8.349484346990128,Employé junior
1028,35,M,3917,Divorcé(e),Consulting,Consultant,1,3,3,2,1,4,10,3,Autre,Occasionnel,1,2,2,3,1,4,1,2,E_1028,4,Non,20 %,Haut revenu,8.273336598504486,Employé junior
1029,42,M,18303,Marié(e),Commercial,Senior Manager,6,21,1,0,0,3,5,2,Marketing,Occasionnel,0,0,4,3,5,3,2,4,E_1029,3,Non,13 %,Revenu exceptionnel,9.814874894179525,Nouvel employé 
1030,50,M,2380,Marié(e),Consulting,Consultant,4,8,1,0,0,5,9,3,Infra & Cloud,Occasionnel,0,0,1,3,1,4,2,3,E_1030,3,Non,18 %,Revenu moyen,7.7752758464868625,Nouvel employé 
1032,59,F,13726,Célibataire,Consulting,Tech Lead,3,10,5,3,0,4,2,3,Infra & Cloud,Occasionnel,4,3,3,2,4,4,1,3,E_1032,3,Oui,13 %,Revenu exceptionnel,9.52711997525166,Employé intermédiaire
1033,37,F,4777,Marié(e),Consulting,Manager,5,15,1,0,0,2,11,2,Transformation Digitale,Occasionnel,0,0,1,1,2,2,1,1,E_1033,3,Non,15 %,Haut revenu,8.471777327885755,Nouvel employé 
1034,55,M,6385,Marié(e),Consulting,Manager,3,17,8,7,2,3,18,4,Transformation Digitale,Frequent,1,7,3,3,2,2,4,3,E_1034,3,Oui,14 %,Très haut revenu,8.761863373274727,Employé expérimenté
1035,41,F,19973,Divorcé(e),Consulting,Directeur Technique,1,21,5,3,2,3,7,1,Infra & Cloud,Aucun,1,10,2,1,5,3,2,3,E_1035,4,Non,22 %,Revenu exceptionnel,9.90218670680308,Employé senior
1036,38,M,6861,Célibataire,Commercial,Cadre Commercial,8,19,1,0,0,1,3,4,Infra & Cloud,Occasionnel,0,0,2,3,2,4,3,3,E_1036,3,Oui,12 %,Très haut revenu,8.833754223418396,Nouvel employé 
1037,26,M,4969,Célibataire,Commercial,Cadre Commercial,8,7,2,2,0,6,29,2,Transformation Digitale,Aucun,2,2,2,1,2,1,4,3,E_1037,3,Non,18 %,Haut revenu,8.511175119090675,Employé junior
1038,52,F,19845,Marié(e),Commercial,Senior Manager,1,10,5,14,1,3,2,1,Marketing,Occasionnel,1,9,1,1,5,4,4,3,E_1038,3,Non,15 %,Revenu exceptionnel,9.895757754474186,Employé vétéran
1039,44,F,13320,Marié(e),Commercial,Cadre Commercial,3,21,12,11,1,2,28,3,Transformation Digitale,Occasionnel,1,11,4,4,4,4,3,3,E_1039,3,Oui,18 %,Revenu exceptionnel,9.497097016351463,Employé très expérimenté
1040,50,F,6347,Marié(e),Commercial,Cadre Commercial,0,19,5,7,1,3,1,3,Infra & Cloud,Aucun,0,13,4,3,2,3,1,3,E_1040,3,Non,12 %,Très haut revenu,8.7558950816463,Employé senior
1043,39,F,10880,Célibataire,Consulting,Tech Lead,1,21,5,6,0,2,22,3,Transformation Digitale,Frequent,2,8,4,3,3,1,3,3,E_1043,3,Oui,13 %,Ultra haut revenu,9.294773427951013,Employé senior
1044,33,F,2342,Célibataire,Commercial,Représentant Commercial,0,3,2,2,0,2,8,1,Infra & Cloud,Aucun,2,2,2,2,1,4,4,2,E_1044,3,Non,19 %,Revenu moyen,7.759187438507795,Employé junior
1046,32,F,4025,Célibataire,Consulting,Consultant,1,10,8,7,0,2,29,4,Transformation Digitale,Aucun,1,7,4,3,1,3,2,3,E_1046,3,Non,12 %,Haut revenu,8.300528606199737,Employé expérimenté
1047,34,M,9725,Divorcé(e),Commercial,Cadre Commercial,0,16,15,1,1,2,1,4,Marketing,Occasionnel,0,9,2,4,2,4,4,2,E_1047,3,Non,11 %,Ultra haut revenu,9.182557990963732,Employé très expérimenté
1048,59,M,11904,Marié(e),Commercial,Senior Manager,3,14,6,4,1,1,1,2,Entrepreunariat,Occasionnel,0,4,2,3,3,4,3,1,E_1048,3,Oui,14 %,Ultra haut revenu,9.384713758920963,Employé intermédiaire
1049,45,M,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,6,3,0,3,24,4,Transformation Digitale,Occasionnel,0,4,2,3,1,2,1,3,E_1049,3,Non,16 %,Revenu moyen,7.686162303492906,Employé intermédiaire
1050,53,F,7525,Marié(e),Commercial,Cadre Commercial,2,10,15,7,1,2,2,3,Marketing,Frequent,1,12,3,2,3,2,1,3,E_1050,3,Non,12 %,Très haut revenu,8.926118971153382,Employé très expérimenté
1052,36,M,4834,Divorcé(e),Consulting,Consultant,7,9,1,0,1,3,15,3,Autre,Occasionnel,0,0,1,3,2,3,2,2,E_1052,3,Non,14 %,Haut revenu,8.483636407887394,Nouvel employé 
1053,26,M,2042,Marié(e),Consulting,Assistant de Direction,6,6,3,2,1,2,2,3,Infra & Cloud,Frequent,1,2,1,3,1,1,2,3,E_1053,3,Oui,14 %,Revenu moyen,7.622174594817622,Employé junior
1055,34,F,2220,Marié(e),Commercial,Représentant Commercial,1,1,1,1,1,2,10,4,Infra & Cloud,Occasionnel,0,0,3,3,1,3,4,3,E_1055,3,Oui,19 %,Revenu moyen,7.7057128238944275,Nouvel employé 
1056,28,M,1052,Marié(e),Commercial,Représentant Commercial,1,1,1,0,0,5,10,1,Transformation Digitale,Occasionnel,0,0,4,3,1,2,2,3,E_1056,4,Non,22 %,Très faible revenu,6.959398512133975,Nouvel employé 
1060,38,M,2821,Marié(e),Consulting,Assistant de Direction,3,8,2,2,1,2,3,4,Autre,Frequent,2,2,3,3,1,3,1,3,E_1060,3,Non,16 %,Bon revenu moyen,7.945201132412759,Employé junior
1061,50,M,19237,Marié(e),Consulting,Directeur Technique,2,10,8,1,1,2,2,4,Transformation Digitale,Occasionnel,1,7,2,3,5,3,4,2,E_1061,3,Oui,11 %,Revenu exceptionnel,9.86464276871256,Employé expérimenté
1062,37,F,4107,Célibataire,Consulting,Manager,3,8,4,3,0,3,3,3,Autre,Occasionnel,0,1,4,3,2,2,1,2,E_1062,3,Non,15 %,Haut revenu,8.32069157104845,Employé intermédiaire
1066,40,M,8396,Marié(e),Commercial,Cadre Commercial,1,8,7,7,1,3,26,3,Marketing,Occasionnel,1,5,3,3,2,1,2,2,E_1066,3,Non,14 %,Ultra haut revenu,9.035629778183564,Employé expérimenté
1068,26,F,2007,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,2,5,1,1,Transformation Digitale,Frequent,1,3,1,2,1,3,3,3,E_1068,3,Non,13 %,Revenu moyen,7.60489448081162,Employé intermédiaire
1069,46,M,19627,Divorcé(e),Consulting,Directeur Technique,1,21,2,2,2,0,1,4,Transformation Digitale,Occasionnel,2,2,4,3,5,4,4,3,E_1069,3,Non,17 %,Revenu exceptionnel,9.884712397209794,Employé junior
1070,54,F,10686,Marié(e),Commercial,Cadre Commercial,6,13,9,4,1,4,2,4,Infra & Cloud,Occasionnel,1,0,3,2,3,3,2,3,E_1070,3,Non,11 %,Ultra haut revenu,9.276783328524896,Employé expérimenté
1071,56,F,2942,Marié(e),Consulting,Assistant de Direction,2,18,5,4,1,4,9,3,Transformation Digitale,Frequent,0,3,1,3,1,3,2,3,E_1071,3,Non,19 %,Bon revenu moyen,7.987184748233473,Employé intermédiaire
1073,36,F,8858,Célibataire,Consulting,Tech Lead,0,15,14,8,0,2,12,5,Transformation Digitale,Occasionnel,1,8,4,2,3,4,2,2,E_1073,3,Non,11 %,Ultra haut revenu,9.089189170412032,Employé très expérimenté
1074,55,M,16756,Célibataire,Consulting,Senior Manager,7,10,9,7,0,3,2,1,Transformation Digitale,Aucun,1,2,3,2,4,1,2,4,E_1074,3,Non,15 %,Revenu exceptionnel,9.726571360400724,Employé expérimenté
1076,43,M,10798,Divorcé(e),Commercial,Cadre Commercial,5,18,1,0,1,5,25,3,Transformation Digitale,Occasionnel,0,0,3,2,3,4,3,3,E_1076,3,Non,13 %,Ultra haut revenu,9.28720881623276,Nouvel employé 
1077,20,F,2323,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,3,9,3,Marketing,Frequent,0,2,4,3,1,4,2,3,E_1077,3,Oui,14 %,Revenu moyen,7.751045117971802,Employé junior
1079,21,F,1416,Célibataire,Consulting,Consultant,1,1,1,0,0,6,10,3,Infra & Cloud,Occasionnel,1,0,3,2,1,1,1,2,E_1079,3,Non,13 %,Faible revenu,7.256297239690681,Nouvel employé 
1081,51,M,2461,Marié(e),Consulting,Assistant de Direction,1,18,10,0,3,2,4,4,Infra & Cloud,Occasionnel,2,7,1,3,1,3,3,4,E_1081,3,Oui,12 %,Revenu moyen,7.808729306744399,Employé expérimenté
1082,28,M,8722,Célibataire,Consulting,Manager,1,10,10,7,0,2,24,2,Entrepreunariat,Aucun,1,9,2,2,3,1,1,2,E_1082,3,Non,12 %,Ultra haut revenu,9.07371849443322,Employé expérimenté
1083,26,M,3955,Marié(e),Consulting,Consultant,1,6,5,3,2,2,1,2,Transformation Digitale,Occasionnel,1,3,1,2,1,1,1,3,E_1083,3,Non,16 %,Haut revenu,8.282988692742602,Employé intermédiaire
1084,30,M,9957,Marié(e),Consulting,Tech Lead,0,7,6,2,1,1,20,3,Autre,Occasionnel,0,2,3,3,2,1,3,2,E_1084,3,Non,15 %,Ultra haut revenu,9.206131527202128,Employé intermédiaire
1085,41,F,3376,Marié(e),Consulting,Assistant de Direction,1,10,10,6,0,3,7,2,Entrepreunariat,Occasionnel,0,8,2,4,1,3,3,3,E_1085,3,Non,13 %,Bon revenu moyen,8.124743020385568,Employé expérimenté
1088,38,F,8823,Marié(e),Consulting,Manager,0,20,5,9,1,4,17,1,Infra & Cloud,Occasionnel,1,9,3,2,3,3,1,2,E_1088,3,Non,18 %,Ultra haut revenu,9.085230560933338,Employé senior
1092,40,M,10322,Marié(e),Consulting,Manager,4,14,11,10,1,6,20,4,Entrepreunariat,Occasionnel,1,1,1,3,3,4,4,3,E_1092,4,Non,20 %,Ultra haut revenu,9.24212969446559,Employé très expérimenté
1094,27,M,4621,Marié(e),Consulting,Consultant,1,3,3,2,3,4,8,5,Infra & Cloud,Aucun,1,2,1,1,1,3,4,3,E_1094,3,Non,19 %,Haut revenu,8.438582790834326,Employé junior
1096,55,M,10976,Marié(e),Consulting,Tech Lead,3,21,3,2,1,4,2,1,Infra & Cloud,Frequent,1,2,4,3,3,2,2,3,E_1096,3,Non,18 %,Ultra haut revenu,9.303557453687317,Employé junior
1097,28,F,3660,Célibataire,Consulting,Assistant de Direction,3,10,8,7,0,4,10,3,Autre,Occasionnel,1,7,3,3,2,3,4,4,E_1097,3,Non,13 %,Haut revenu,8.205491613120236,Employé expérimenté
1099,33,M,7119,Divorcé(e),Consulting,Manager,4,9,3,2,1,2,5,3,Infra & Cloud,Occasionnel,1,2,4,2,3,4,3,3,E_1099,3,Non,15 %,Très haut revenu,8.87066300440602,Employé junior
1100,35,M,9582,Célibataire,Commercial,Cadre Commercial,0,9,8,7,0,2,4,3,Entrepreunariat,Occasionnel,4,7,4,3,3,1,1,3,E_1100,4,Oui,22 %,Ultra haut revenu,9.167745974343763,Employé expérimenté
1101,33,F,4508,Célibataire,Consulting,Assistant de Direction,1,14,13,7,0,4,29,4,Transformation Digitale,Frequent,3,8,1,2,2,3,2,3,E_1101,4,Non,22 %,Haut revenu,8.413830678421084,Employé très expérimenté
1102,28,M,2207,Divorcé(e),Consulting,Consultant,1,4,4,2,1,5,15,2,Infra & Cloud,Occasionnel,2,2,1,3,1,3,4,2,E_1102,3,Non,16 %,Revenu moyen,7.699842407396986,Employé intermédiaire
1103,34,M,7756,Célibataire,Consulting,Manager,0,7,6,2,0,1,3,1,Infra & Cloud,Frequent,0,4,1,3,2,4,3,2,E_1103,3,Non,17 %,Très haut revenu,8.956350940490871,Employé intermédiaire
1105,37,F,6694,Divorcé(e),Commercial,Cadre Commercial,2,8,1,0,3,5,10,4,Infra & Cloud,Occasionnel,0,0,4,2,2,4,3,3,E_1105,3,Oui,14 %,Très haut revenu,8.809116258125274,Nouvel employé 
1106,25,M,3691,Marié(e),Consulting,Consultant,1,7,7,7,1,3,4,1,Entrepreunariat,Occasionnel,1,6,4,3,1,4,2,4,E_1106,3,Oui,15 %,Haut revenu,8.213923595622743,Employé expérimenté
1107,26,M,2377,Divorcé(e),Consulting,Consultant,1,1,1,1,1,0,21,3,Transformation Digitale,Occasionnel,0,0,1,3,1,3,3,2,E_1107,4,Non,20 %,Revenu moyen,7.774015077250727,Nouvel employé 
