id_employee,age,revenu_mensuel,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,revenu_log,augmentation_salaire_precedent(%),frequence_deplacement_encoded,classification_revenu_encoded,anciennete_cat_encoded,genre_F,genre_M,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,heure_supplementaires_Non,heure_supplementaires_Oui
1076,43,10798,Cadre Commercial,5,18,1,0,1,5,25,3,0,0,3,2,3,4,3,3,3,9.28720881623276,13,1,7,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1077,20,2323,Représentant Commercial,1,2,2,2,0,3,9,3,0,2,4,3,1,4,2,3,3,7.751045117971802,14,2,3,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1079,21,1416,Consultant,1,1,1,0,0,6,10,3,1,0,3,2,1,1,1,2,3,7.256297239690681,13,1,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1081,51,2461,Assistant de Direction,1,18,10,0,3,2,4,4,2,7,1,3,1,3,3,4,3,7.808729306744399,12,1,3,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1082,28,8722,Manager,1,10,10,7,0,2,24,2,1,9,2,2,3,1,1,2,3,9.07371849443322,12,0,7,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1083,26,3955,Consultant,1,6,5,3,2,2,1,2,1,3,1,2,1,1,1,3,3,8.282988692742602,16,1,5,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1084,30,9957,Tech Lead,0,7,6,2,1,1,20,3,0,2,3,3,2,1,3,2,3,9.206131527202128,15,1,7,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1085,41,3376,Assistant de Direction,1,10,10,6,0,3,7,2,0,8,2,4,1,3,3,3,3,8.124743020385568,13,1,4,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1088,38,8823,Manager,0,20,5,9,1,4,17,1,1,9,3,2,3,3,1,2,3,9.085230560933338,18,1,7,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1092,40,10322,Manager,4,14,11,10,1,6,20,4,1,1,1,3,3,4,4,3,4,9.24212969446559,20,1,7,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1094,27,4621,Consultant,1,3,3,2,3,4,8,5,1,2,1,1,1,3,4,3,3,8.438582790834326,19,0,5,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1096,55,10976,Tech Lead,3,21,3,2,1,4,2,1,1,2,4,3,3,2,2,3,3,9.303557453687317,18,2,7,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1097,28,3660,Assistant de Direction,3,10,8,7,0,4,10,3,1,7,3,3,2,3,4,4,3,8.205491613120236,13,1,5,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1099,33,7119,Manager,4,9,3,2,1,2,5,3,1,2,4,2,3,4,3,3,3,8.87066300440602,15,1,6,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1100,35,9582,Cadre Commercial,0,9,8,7,0,2,4,3,4,7,4,3,3,1,1,3,4,9.167745974343763,22,1,7,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1101,33,4508,Assistant de Direction,1,14,13,7,0,4,29,4,3,8,1,2,2,3,2,3,4,8.413830678421084,22,2,5,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1102,28,2207,Consultant,1,4,4,2,1,5,15,2,2,2,1,3,1,3,4,2,3,7.699842407396986,16,1,3,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1103,34,7756,Manager,0,7,6,2,0,1,3,1,0,4,1,3,2,4,3,2,3,8.956350940490871,17,2,6,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1105,37,6694,Cadre Commercial,2,8,1,0,3,5,10,4,0,0,4,2,2,4,3,3,3,8.809116258125274,14,1,6,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1106,25,3691,Consultant,1,7,7,7,1,3,4,1,1,6,4,3,1,4,2,4,3,8.213923595622743,15,1,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1107,26,2377,Consultant,1,1,1,1,1,0,21,3,0,0,1,3,1,3,3,2,4,7.774015077250727,20,1,3,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1108,33,2313,Assistant de Direction,4,5,2,2,0,0,25,3,2,2,1,2,1,2,2,3,4,7.746732907753622,20,1,3,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1109,42,17665,Senior Manager,0,21,5,6,1,3,2,2,1,7,4,3,4,1,4,3,3,9.779397167305078,17,1,8,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1111,28,2596,Consultant,1,1,1,0,2,2,1,3,0,0,1,2,1,2,1,3,3,7.862112211662748,15,2,4,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1113,50,4728,Cadre Commercial,3,5,0,0,0,4,1,4,0,0,4,3,2,3,4,3,3,8.461469042643875,14,2,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1114,33,4302,Cadre Commercial,0,4,3,2,1,3,7,3,0,2,4,3,2,2,3,3,3,8.3670677328386,17,2,5,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1115,34,2979,Assistant de Direction,3,6,0,0,3,2,3,4,0,0,3,2,1,4,4,3,3,7.9996785794994505,17,0,4,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1117,45,5593,Cadre Commercial,1,15,15,10,1,2,9,4,4,12,2,2,2,3,4,3,3,8.629449873761905,13,0,6,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1118,52,10445,Manager,7,18,8,6,0,4,7,4,4,0,2,3,3,2,4,3,3,9.253974408996244,19,1,7,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1119,38,8740,Cadre Commercial,0,9,8,7,2,2,10,4,2,7,3,2,3,3,2,3,3,9.075779878580487,14,1,7,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1120,29,2514,Assistant de Direction,4,11,7,5,1,1,28,4,1,7,3,3,1,4,1,3,4,7.83002808253384,22,1,4,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1121,28,7655,Tech Lead,0,10,9,7,3,3,3,3,1,7,4,3,3,2,2,2,3,8.94324493313279,17,1,6,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1124,46,17465,Senior Manager,3,21,12,9,1,3,3,1,4,9,1,3,4,3,4,3,3,9.768011412973678,12,1,8,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1125,38,7351,Cadre Commercial,7,10,1,0,0,2,2,2,0,0,4,3,3,2,3,3,3,8.902727664035522,16,1,6,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1126,43,10820,Tech Lead,8,18,8,7,1,1,27,3,0,1,3,3,3,1,3,3,3,9.289243969571649,11,2,7,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1127,39,12169,Manager,7,21,5,7,3,4,2,3,1,5,1,3,4,4,4,3,3,9.406729185981574,11,2,8,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1128,40,19626,Directeur Technique,1,21,5,7,0,2,14,3,4,9,3,2,5,3,1,4,3,9.88466144828608,14,1,8,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1131,21,2070,Assistant de Direction,1,2,2,2,0,6,1,1,2,2,4,2,1,2,3,4,3,7.635786861395585,11,1,3,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1132,39,6782,Consultant,1,9,5,4,0,2,9,3,0,3,3,3,2,2,3,2,3,8.82217476094608,15,0,6,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1133,36,7779,Tech Lead,2,18,11,9,0,0,18,4,0,9,1,3,2,4,1,3,4,8.959311617172437,20,0,6,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1135,31,2791,Représentant Commercial,0,3,2,2,1,4,20,3,2,2,3,4,1,4,1,3,3,7.934513463882263,12,2,4,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1136,28,3201,Assistant de Direction,0,6,5,3,0,2,2,1,0,4,1,2,1,2,1,1,3,8.07153089355666,17,1,4,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1137,35,4968,Cadre Commercial,1,5,5,2,1,3,11,2,0,2,4,3,2,4,4,3,3,8.51097389160232,11,2,5,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1138,49,13120,Cadre Commercial,6,21,9,8,1,3,8,4,2,3,4,2,4,2,2,3,3,9.481969279105716,17,1,8,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1140,34,4033,Tech Lead,2,5,3,2,0,3,2,2,0,2,4,3,2,3,4,2,3,8.302513718514158,11,2,5,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1143,29,3291,Assistant de Direction,0,8,7,5,2,2,10,3,1,1,4,3,1,2,4,2,3,8.09925056179696,14,2,4,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1148,42,4272,Consultant,4,16,1,0,0,3,29,3,0,0,2,1,2,4,1,3,3,8.360071435644025,19,1,5,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1150,29,5056,Tech Lead,1,10,10,7,1,2,8,1,1,2,2,2,2,4,3,2,3,8.528528701079983,15,1,6,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1152,38,2844,Ressources Humaines,1,7,7,6,1,2,1,3,1,0,3,4,1,3,4,4,3,7.953318346560431,13,1,4,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1154,28,2703,Assistant de Direction,1,3,3,1,1,2,6,3,0,2,3,2,1,3,4,3,3,7.902487437162855,14,2,4,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1156,18,1904,Consultant,1,0,0,0,0,0,8,1,0,0,3,3,1,3,4,3,3,7.552237287560802,12,0,2,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1157,33,8224,Cadre Commercial,0,6,5,2,0,3,9,4,0,3,1,3,2,1,1,3,3,9.014933575633572,17,1,7,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1158,41,4766,Consultant,3,6,1,0,1,4,12,4,0,0,2,3,1,4,1,3,3,8.469472455204826,11,1,5,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1160,31,2610,Consultant,1,2,2,2,1,5,15,3,2,2,3,3,1,3,3,2,3,7.8674885686991285,12,2,4,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1161,37,5731,Manager,7,9,6,2,2,2,25,2,1,3,3,2,2,4,3,3,3,8.653819788948063,13,1,6,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1162,27,2539,Assistant de Direction,1,4,4,2,1,0,6,3,2,2,4,2,1,3,3,3,3,7.8399193600125825,13,1,4,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1163,34,5714,Cadre Commercial,1,6,6,5,0,3,9,1,1,3,2,3,2,3,1,2,4,8.65084957622891,20,1,6,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1164,35,4323,Ressources Humaines,1,6,5,4,0,2,8,4,1,4,3,3,1,3,2,1,3,8.371936178759098,17,1,5,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1165,29,7336,Cadre Commercial,1,11,11,8,1,3,23,1,3,10,4,2,3,1,1,1,3,8.900685318713995,13,1,6,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1166,40,13499,Directeur Technique,1,20,5,7,0,3,9,4,2,13,2,3,3,3,3,2,3,9.51044496442652,17,2,8,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1167,42,13758,Cadre Commercial,0,21,5,9,0,2,12,3,1,14,3,3,4,1,2,2,3,9.529448434427817,12,2,8,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1171,42,5155,Cadre Commercial,7,9,6,4,0,3,4,4,1,5,2,3,2,1,4,4,3,8.547916364059079,13,1,6,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1172,35,2258,Consultant,6,10,8,0,1,2,1,4,1,7,4,2,1,3,2,3,3,7.7226775164680035,12,1,3,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1173,24,3597,Consultant,8,6,4,3,0,2,24,3,1,2,4,3,1,2,4,3,4,8.188133414510478,22,1,5,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1175,28,2515,Consultant,1,1,1,1,0,4,12,1,0,0,3,3,1,4,4,2,3,7.830425617820331,11,1,4,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1177,26,4420,Consultant,1,8,8,7,1,2,3,4,0,7,1,4,1,4,2,3,4,8.394121193826242,22,1,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1179,30,6578,Cadre Commercial,1,10,10,3,1,3,10,3,1,4,3,2,2,3,1,3,3,8.791638037085997,18,1,6,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1180,40,4422,Assistant de Direction,3,16,1,1,1,3,26,2,0,0,3,2,2,4,4,1,3,8.394573477868327,13,2,5,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1182,35,10274,Tech Lead,2,15,7,7,1,2,2,3,1,4,3,2,3,2,2,4,3,9.237469039364436,18,1,7,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1184,34,5343,Manager,0,14,13,9,0,3,1,3,4,9,4,2,2,1,3,3,4,8.583729715216482,20,2,6,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1185,35,2376,Consultant,1,2,2,2,1,2,4,4,2,2,4,2,1,4,2,4,3,7.773594467360194,13,2,3,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1188,43,5346,Cadre Commercial,8,7,4,3,0,2,9,3,1,3,1,1,2,3,2,2,3,8.584290934948731,13,1,6,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1190,32,2827,Représentant Commercial,1,1,1,0,3,3,2,1,0,0,3,3,1,1,3,3,3,7.947325027016463,12,0,4,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1192,29,3131,Consultant,1,10,10,8,1,5,6,1,0,8,2,3,1,4,1,3,3,8.049427057110695,13,1,4,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1193,19,2552,Assistant de Direction,1,1,1,1,0,4,9,2,0,0,3,3,1,1,3,3,4,7.845024417241484,25,1,4,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1195,45,4477,Assistant de Direction,4,7,3,2,1,2,7,3,0,2,1,3,1,3,3,2,3,8.4069317971587,19,1,5,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1196,37,6474,Tech Lead,1,14,14,8,1,2,1,3,3,11,4,2,2,4,2,2,3,8.775703886567738,13,1,6,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1198,20,3033,Consultant,1,2,2,2,0,2,3,3,1,2,1,2,1,3,1,2,3,8.017637159908478,12,1,4,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1200,44,2936,Assistant de Direction,1,6,6,4,0,4,10,4,0,2,3,3,1,3,3,3,3,7.98514393119862,11,1,4,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1202,29,2168,Assistant de Direction,0,6,5,4,1,2,15,1,1,3,2,1,1,4,1,2,3,7.682021510826875,18,1,3,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1203,22,2853,Assistant de Direction,0,1,0,0,1,5,3,4,0,0,3,2,1,4,2,3,3,7.956476798036782,11,2,4,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
